Localization Key,Description,TitleNote,Note,ContractIntel,EncounterSummary,HaulingSummary,RewardList,ItemRewardList,Cooldown
Shubin_Industrial_ShipMining_VH_Org_Title_001,Special Purchase Order: Mined Materials, <EM4>[BP]</EM4>,,,,,,,
Shubin_Industrial_ShipMining_VH_Org_Desc_001,"POSTING: Purchase Order\nLOCATION: <EM4>[SYSTEM] </EM4>\n\nTERMS*: \nShubin Interstellar is currently looking to fulfil another purchase order for a variety of refined materials. This purchase order is more complex than typical, requiring multiple mining methods, but since you've proven your skill thus far, we think you and your team are up for the challenge.\n\nReminder, <EM4>materials must be refined before delivery</EM4>, and since this is a purchase order and not a mining contract, you are expected to provide your own equipment, such as a <EM4>[MULTITOOL]</EM4>.\n\nOnce you’re ready to sell us the required materials, deposit them in the freight elevator located at <EM4>[DESTINATION]</EM4>.\n\n*By accepting this contract you are assuming any and all risks associated with the work outlined herein and in no way can Shubin Interstellar be held accountable for any damages accrued during the duration of the contract.",,[BP Reward],"Reward: 1,014,250 aUEC\nTime Limit: 139 min\nEfficiency: 7,297 aUEC/min\nRequires: Veteran Contractor",,Order: 21 SCU Aluminum + 18 SCU Quartz + 16 SCU Iron + 13 SCU Copper + 11 SCU Corundum + 8 SCU Titanium + 5 SCU Beryl + 7 SCU Hephaestanite + 5 SCU Agricium + 5 SCU Laranite + 4 SCU Borase + 9 SCU Silicon + 8 SCU Tin,"100% chance — 1 of 7\n- Arclight ""Nightstalker"" Pistol\n- Aril Arms\n- Aril Core\n- Aril Legs\n- Aril Helmet\n- Arclight ""Warhawk"" Pistol\n- Arclight Pistol Battery (30 cap)\n\n100% chance — 1 of 9\n- Arbor MH2 Mining Laser\n- Lancet MH2 Mining Laser\n- Hofstede-S2 Mining Laser\n- Klein-S2 Mining Laser\n- Helix II Mining Laser\n- Impact II Mining Laser\n- FullSpec-Go\n- FullSpec\n- FullSpec-Max\n\n100% chance — 1 of 8\n- Arbor MHV Mining Laser\n- S00 Hofstede\n- Lawson Mining Laser\n- S0 Helix\n- Surveyor-Go\n- Surveyor-Lite\n- Surveyor\n- Surveyor-Max\n\n100% chance — 1 of 11\n- Pitman Mining Laser\n- Hofstede-S1 Mining Laser\n- Klein-S1 Mining Laser\n- Helix I Mining Laser\n- Impact I Mining Laser\n- Arbor MH1 Mining Laser\n- Lancet MH1 Mining Laser\n- BroadSpec-Go\n- BroadSpec\n- BroadSpec\n- BroadSpec-Max",,
CFP_RecoverCargo_Super_Title,Special Recovery Operation, <EM4>[BP]</EM4>,,,,,,,
CFP_RecoverCargo_Super_Description,"I wouldn't normally ask someone to do something so risky, but these are exceptional circumstances.\n\nOur pilot was transporting some vital cargo when they were targeted by a group of outlaws. Under no circumstances can we allow them to get their hands on the cargo.\n\nWith the size of the hostile force who attacked, you won't be able to do this on your own, you'll need to bring a skilled crew with you to  <EM4>[LOCATION]</EM4> in order to  take out these outlaws and get the cargo back. Make sure at least one of you has a ship that can store <EM4>[MAX_SCU] cargo containers</EM4> and a <EM4>heavy-duty tractor beam</EM4>.\n\nIf by some miracle you can get that cargo back, take it to the freight elevator located at <EM4>[DESTINATION]</EM4>.\n\nIt's a lot to ask, but if you can pull this off you'll have my and the whole organizations appreciation.\n\nBest of luck,\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,[BP Reward],"Reward: 226,000 aUEC\nTime Limit: 33 min\nEfficiency: 6,848 aUEC/min\nCooldown: 45 min\nRequires: Veteran Contractor",Encounter: 10 ships\nHostiles: 9 ship(s),,100% chance — 1 of 14\n- P8-SC SMG\n- C54 SMG\n- S71 Rifle\n- ORC-mkX Arms Woodland\n- ORC-mkX Legs Woodland\n- ORC-mkX Core Woodland\n- ORC-mkX Helmet Woodland\n- ORC-mkV Arms\n- ORC-mkV Legs\n- ORC-mkV Core\n- G-2 Helmet Woodland\n- P8-SC SMG Magazine (45 cap)\n- C54 SMG Magazine (50 cap)\n- S71 Rifle Magazine (30 cap),,45 min
TheCollector_Ships_Spirit_C1_TItle,Spirit Cargo mod,,,,,,,,
TheCollector_Ships_Spirit_C1_Desc,"Wikelo love useful cargo ship. Spirit is very useful. If you want one, can make for you. Just bring me things and I will do. Bye.",,,,,Order: Wikelo Favor + Tevarin War Service Marker (Pristine),,- Crusader C1 Spirit Wikelo Special,
vaughn_assassination_PA_E_title,Splintering the Alliance,,,,,,,,
vaughn_assassination_PA_E_desc,"I can’t imagine you’ll have much trouble with this, even if it is marginally more challenging than your previous contract. Head to <EM4>[LOCATION]</EM4> and take care of People’s Alliance member by the name <EM4>[TARGET]</EM4>. My informants tell me they may have an escort or two with them. Nothing you can’t handle, of course.\n\nSincerely,\nVaughn",,,"Reward: 36,750 aUEC\nTime Limit: 12 min\nEfficiency: 3,063 aUEC/min\nRequires: Jr. Contractor",Encounter: 2-3 ships\nTarget: 1 ship(s)\nReinforcements: 1-2 ship(s),,,,
Headhunters_SecurityPatrol_VH_Title_001,Stand Our Ground,,,,,,,,
Headhunters_SecurityPatrol_VH_Desc_001,"We’re getting pushback from folks who don’t seem happy that we’re here. Folks have gotten keen to our haunts and started sending out squads to hit our ships. You down to visit a few of those spots to show that we won’t be scared off? \n\nIf so, start by seeing what’s around the <EM4>location marker</EM4> on your HUD. From there I’ll guide you to a few other hotspots that we need checked. Better get your shit in order before heading out. I'd recommend loading up on ammo and convincing <EM4>two friends</EM4> to join the patrol.\n\nYou do this for the Headhunters and I'll see to it that the main contractor gets a bonus of <EM4>18 Council Scrip</EM4>. \n\nStows out.",,,"Reward: 227,500 aUEC\nTime Limit: 30.0 min\nEfficiency: 7,593 aUEC/min\nCooldown: 15 min\nRequires: Rank IV",Encounter: 28-38 ships\nTarget: 6-8 ship(s)\nHostiles: 6-10 ship(s)\nReinforcements: 6-8 ship(s)\nHostiles: 1 ship(s),,,- Council Scrip x18,15 min
EckhartSecurity_RecoverCargo_Medium_Title,Standard Cargo Recovery Op.,,,,,,,,
EckhartSecurity_RecoverCargo_Medium_Description,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Recover Cargo\nApproval code: = [APPROVAL_CODE]\n\nFOR IMMEDIATE PROCESSING\n\nLooking for a competent contractor who can salvage a messy situation. A client's trusted pilot apparently wasn't so trustworthy and made off with a shipment. But thankfully our trackers are reporting the shipment's static for the moment, waiting to be picked up. If we play our cards right, there's still time to resolve this.\n\nThe abandoned ship is located at <EM4>[LOCATION]</EM4> and will need a <EM4>heavy-duty tractor beam</EM4> to transport the goods. A ship that can handle <EM4>[MAX_SCU] cargo containers</EM4> is a necessity, and expect contact from whatever outlaws this double-crossing pilot was hoping to sell to. \n\nOnce recovered, deliver the cargo to the freight elevator at <EM4>[DESTINATION]</EM4>.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",,,"Reward: 61,500 aUEC\nTime Limit: 17 min\nEfficiency: 3,618 aUEC/min\nRequires: Contractor",Encounter: 5 ships\nHostiles: 4 ship(s),,,,
TheCollector_Ships_Starfighter_Inferno_Title,Starfighter Inferno Special,,,,,,,,
TheCollector_Ships_Starfighter_Inferno_Desc,"Starfighter Inferno good ship, but what if you want it to be better ship at fighting? Wikelo knows just what to do. You bring me the items and I make it for you. Bye.",,,,,Order: Wikelo Favor + Yormandi Tongue + Ace Interceptor Helmet + UEE 6th Platoon Medal (Pristine),,- Crusader Ares Star Fighter Inferno Wikelo War Special,
TheCollector_Ships_Crusader_A2_Title,Starlifter A2 War Mod,,,,,,,,
TheCollector_Ships_Crusader_A2_Desc,Bring Wikelo the things and I make you A2 Starlifter that fights better. Does war so good make you call it A1! Bye.,,,,,Order: Wikelo Favor + Polaris Bit + MG Scrip + ASD Secure Drive + Irradiated Valakkar Pearl (Grade AAA) + Tevarin War Service Marker (Pristine) + DCHS-05 Orbital Positioning Comp-Board + Carinite (Pure),,- Crusader A2 Hercules Starlifter Wikelo War Special,
Foxwell_Mercenary_Rehire_title_001,Still Looking for Work?, <EM4>[BP]</EM4>,,,,,,,
Foxwell_Mercenary_Rehire_desc_001,"Due to a corporate restructuring, Foxwell has some new vacancies that need to be filled immediately. Foxwell knows you’ve previously expressed interest in this line of work, and we’re wondering if you would want to take another crack at a contract.\n\nOne of our clients needs support at <EM4>[LOCATION]</EM4> where their security forces are struggling to handle an outlaw incursion. Head there and help the local forces get rid of the problem before it’s too late. \n\nSuccessfully complete this contract, and Foxwell would be happy to send more work your way.\n\nMarcus Clenn\nFoxwell Enforcement\n'Security, Your Way'\n\nFoxwell Enforcement is a bonded security specialist licensed to operate throughout the UEE. We are always looking for new operators to join our family. If you or anyone you know is interested, please reach out to one of our contract representatives.",,[BP Reward],"Reward: 50,500 aUEC\nTime Limit: 16.5 min\nEfficiency: 3,061 aUEC/min\nCooldown: 15 min\nRequires: Applicant",,,100% chance — 1 of 8\n- Antium Helmet Jet\n- Antium Core Maroon\n- Antium Legs Maroon\n- Antium Helmet Maroon\n- Antium Helmet Moss Camo\n- Antium Arms Moss Camo\n- Antium Core Moss Camo\n- Antium Legs Moss Camo,,15 min
Headhunters_HaulCargo_AToB_PAF_title_01,Stock Taking,,,,,,,,
Headhunters_HaulCargo_AToB_PAF_Illegal_desc_01,"I won’t bore you with the details, all you need to know is: one of our haulers got attacked and now our goods are sitting in a freight elevator at <EM4>[LOCATION]</EM4>. \n\nUp to you how you get the goods out, but if you happen to ghost a few of our rivals in the process, I ain’t complaining. Once you’ve got the stuff take it to the freight elevator at <EM4>[DESTINATION]</EM4>, then we can sort your payment. \n\nA <EM4>handheld tractor beam</EM4> would also be smart to bring along. \n\nStows out.",,,"Reward: 266,250 aUEC\nTime Limit: 25 min\nEfficiency: 10,650 aUEC/min\nRequires: Neutral",,"Order: 6-32 SCU SLAM, max 4 SCU",,,
Headhunters_DefendLocation_VH_Title_001,Stop Attack at [LOCATION], <EM4>[BP Chain]</EM4>,,,,,,,
Headhunters_DefendLocation_VH_Desc_001,"Looking for someone who can not only dogfight but recruit others to the Headhunters cause. Our operations center at <EM4>[LOCATION]</EM4>, along with any ships going to and from it, are being targeted by hostile forces. We need support there pronto. \n\nNot gonna lie, but there’s lots of heat around there. That’s why you’ll need to be fully supplied and find some trustworthy friends to fly at your wing. When you get your crew together, head out there and I’ll update you if there’s any flare ups in the area that need your attention.\n\nThis op needs to go off without a hitch, so I’m offering the main contractor a bonus <EM4>8 Council Scrip</EM4> for a job well done. \n\nStows out.",,[BP Chain],"Reward: 683,250 aUEC\nTime Limit: 90 min\nEfficiency: 7,592 aUEC/min\nCooldown: 15 min\nRequires: Rank IV",Encounter: 31-33 ships\nHostiles: 3 ship(s)\nHostiles: 4 ship(s)\nHostiles: 1-3 ship(s)\nReinforcements: 16 ship(s),,,- Council Scrip x8,15 min
eckhart_defendship_MRT_title_001,Stop Attack on High-Profile Client, <EM4>[BP]</EM4>,,,,,,,
eckhart_defendship_MRT_desc_001,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Defend Ship\nAPPROVAL CODE = [APPROVAL_CODE]\n\nFOR IMMEDIATE PROCESSING\n\nA high-profile client decided to tour Nyx system but got jumped by hostile ships around <EM4>[LOCATION]</EM4>. \n\nSounds like they’re overwhelmed. Any chance you could head to their location and provide support? \n\nPayment will be issued upon successful completion of contract.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",,[BP Reward],"Reward: 82,250 aUEC\nTime Limit: 18 min\nEfficiency: 4,569 aUEC/min\nRequires: Contractor",Encounter: 5 ships\nHostiles: 4 ship(s),,100% chance — 1 of 10\n- R97 Shotgun\n- Monde Arms\n- Monde Core\n- Monde Legs\n- Monde Helmet\n- Monde Arms Hiro\n- Monde Core Hiro\n- Monde Legs Hiro\n- Monde Helmet Hiro\n- R97 Shotgun Magazine (18 cap),,
cfp_defendship_MRT_SB_title_001,Stop Attack on Ship, <EM4>[BP]</EM4>,,,,,,,
cfp_defendship_MRT_SB_desc_001,"A Citizens for Prosperity member who’s new to Nyx took out their ship to tour the system, and ran right into trouble. Based on their comms, it sure sounds like they ventured into Shattered Blade territory, got caught, and are now trying to escape.   \n\nThey’re putting up a decent fight, but don’t know how long they’ll last without support. Could you go to their aid at <EM4>[LOCATION]</EM4> before it’s too late? \n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,[BP Reward],"Reward: 82,250 aUEC\nTime Limit: 18 min\nEfficiency: 4,569 aUEC/min\nCooldown: 45 min\nRequires: Contractor",Encounter: 5 ships\nHostiles: 4 ship(s),,100% chance — 1 of 10\n- R97 Shotgun\n- Monde Arms\n- Monde Core\n- Monde Legs\n- Monde Helmet\n- Monde Arms Hiro\n- Monde Core Hiro\n- Monde Legs Hiro\n- Monde Helmet Hiro\n- R97 Shotgun Magazine (18 cap),,45 min
eckhart_defendship_multi_VHRT_title_001,Stop Deadly Ship Attack, <EM4>[BP]</EM4>,,,,,,,
eckhart_defendship_multi_VHRT_desc_001,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Defend Ship\nAPPROVAL CODE = [APPROVAL_CODE]\n\nFOR IMMEDIATE PROCESSING\n\nDespite our warnings, a client decided to fly to <EM4>[LOCATION]</EM4>. Unsurprisingly, they just dropped a rescue beacon in the area, so we’re looking for a contractor to get on site, assess the situation, and hopefully rescue the client.\n\nWe warned them that extremely dangerous and well-equipped outlaws often strike ships there. That’s exactly what I assume happened here, so make sure you plan accordingly.  \n\nPayment will be issued upon successful completion of contract.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",,[BP Reward],"Reward: 171,250 aUEC\nTime Limit: 25 min\nEfficiency: 6,850 aUEC/min\nRequires: Veteran Contractor",Encounter: 10 ships\nHostiles: 9 ship(s),,100% chance — 1 of 10\n- R97 Shotgun\n- Monde Arms\n- Monde Core\n- Monde Legs\n- Monde Helmet\n- Monde Arms Hiro\n- Monde Core Hiro\n- Monde Legs Hiro\n- Monde Helmet Hiro\n- R97 Shotgun Magazine (18 cap),,
Headhunters_DefendDestructibleEntites_H_Title_001,Stop Gang From Destroying Fuel Tanks,,,,,,,,
Headhunters_DefendDestructibleEntites_H_Desc_001,"Got word from some allies of ours over at <EM4>[LOCATION]</EM4> that they're coming under attack. A gang we've had run-ins with before are trying to take them over by first destroying their <EM4>[OBJECTS]</EM4>.\n\nThis crew are mungers through and through, but they mean business and can handle themselves in a fight. It will take a bit of doing to make sure they don't blow up everything. You might even think about <EM>bringing some help</EM> along.\n\nHandle this right and I’ll give the main contractor <EM4>6 Council Scrip</EM4>.\n\n- Stows",,,"Reward: 269,000 aUEC\nTime Limit: 48 min\nEfficiency: 5,604 aUEC/min\nCooldown: 15 min\nRequires: Sr. Contractor",Encounter: 17 ships\nHostiles: 9 ship(s)\nHostiles: 8 ship(s),,,- Council Scrip x6,15 min
HeadHunters_DefendEntitesAndEscort_H_Title,Stop Rival Attack at [LOCATION], <EM4>[BP]</EM4>,,,,,,,
HeadHunters_DefendEntitesAndEscort_H_Desc,"There's this small gang that continues to be a thorn in our side, and the bastards have just ambushed some friends over at <EM4>[LOCATION]</EM4>. Seems like they're doing their best to destroy the <EM4>[OBJECTS]</EM4> there.\n\nI need you and whatever <EM4>crew you can muster</EM4> on site stopping these mungers from blowing everything up and protecting any <EM4>friendly ships</EM4> that need a hand.\n\nHandle this right and I’ll give the main contractor  <EM4>4 Council Scrip</EM4>.\n\n- Stows",,[BP Reward],"Reward: 336,500 aUEC\nTime Limit: 60 min\nEfficiency: 5,608 aUEC/min\nCooldown: 15 min\nRequires: Sr. Contractor",Encounter: 43 ships\nHostiles: 9 ship(s)\nHostiles: 8 ship(s)\nHostiles: 3 ship(s)\nHostiles: 2 ship(s),,100% chance — 1 of 13\n- PIN\n- 5SA 'Rhada'\n- 6SA 'Arbiter'\n- HEX\n- WEB\n- 5MA 'Chimalli'\n- 6MA 'Kozane'\n- BLOC\n- STOP\n- 5CA 'Akura'\n- 6CA 'Bila'\n- 6CA 'Bila'\n- GUARD\n\n100% chance — 1 of 6\n- SW16BR1 “Buzzsaw” Repeater\n- SW16BR2 “Sawbuck” Repeater\n- SW16BR3 “Shredder” Repeater\n- Vigilance\n- Devoue\n- Tige,- Council Scrip x4,15 min
headhunters_bombingrun_sabotage_servers_VH_title_001,Stop Rivals from Launching Heist,,,,,,,,
headhunters_bombingrun_sabotage_servers_VH_desc_001,When will people learn that they can't just do whatever they feel like on Headhunter turf? These idiots are planning a big job and thought that I'd just let them get away with it? No way in hell.\n\nI want you to fly to [LOCATION] and destroy their fuel tanks and data servers. Show them what the Headhunters really think of them.\n\nLet's see them try to pull off anything after that.\n\n-Stows out,,,"Reward: 265,750 aUEC\nTime Limit: 35 min\nEfficiency: 7,593 aUEC/min\nRequires: Elite Contractor",,,,,
cfp_defendship_multi_SRT_SB_title_001,Stop Savage Shattered Blade Attack, <EM4>[BP]</EM4>,,,,,,,
cfp_defendship_multi_SRT_SB_desc_001,"One of our convoys got caught in a bad situation and is in desperate need of help. The Shattered Blade launched a brutal attack on our ships in an area that we thought was safe. That convoy is mainly carrying supplies and new recruits. From the comms I’m receiving, they’re putting up a hell of a fight but might not last much longer. \n\nIf available, we need you at <EM4>[LOCATION]</EM4> ready to go toe-to-toe with some serious forces.    \n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,[BP Reward],"Reward: 274,000 aUEC\nTime Limit: 40 min\nEfficiency: 6,850 aUEC/min\nCooldown: 45 min\nRequires: Head Contractor",Encounter: 9 ships\nHostiles: 8 ship(s),,100% chance — 1 of 10\n- R97 Shotgun\n- Monde Arms\n- Monde Core\n- Monde Legs\n- Monde Helmet\n- Monde Arms Hiro\n- Monde Core Hiro\n- Monde Legs Hiro\n- Monde Helmet Hiro\n- R97 Shotgun Magazine (18 cap),,45 min
eckhart_defendship_VLRT_SB_title_001,Stop Shattered Blade Attack, <EM4>[BP]</EM4>,,,,,,,
eckhart_defendship_VLRT_SB_desc_001,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Defend Ship\nAPPROVAL CODE = [APPROVAL_CODE]\n\nFOR IMMEDIATE PROCESSING\n\nWe’re getting comms from a client who accidentally disturbed a Shattered Blade deal and are now under attack. Last update I got placed their ship near <EM4>[LOCATION]</EM4>.\n\nLooking for a contractor who can provide dogfighting support for our client.\n\nPayment will be issued upon successful completion of contract.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",,[BP Reward],"Reward: 41,500 aUEC\nTime Limit: 10 min\nEfficiency: 4,150 aUEC/min\nRequires: Neutral",Encounter: 3 ships\nHostiles: 2 ship(s),,100% chance — 1 of 10\n- R97 Shotgun\n- Monde Arms\n- Monde Core\n- Monde Legs\n- Monde Helmet\n- Monde Arms Hiro\n- Monde Core Hiro\n- Monde Legs Hiro\n- Monde Helmet Hiro\n- R97 Shotgun Magazine (18 cap),,
headhunters_bombingrun_M_title_001,Stopping the Competition,,,,,,,,
headhunters_bombingrun_M_desc_001,Feels like everyone wants a piece of our pie these days. Scouts are reporting that <EM4>[LOCATION]</EM4> is crawling with some new gang who've got it in for us.\n\nSo let's show them why you don't mess with us. Take out their fuel stores and leave them stranded.\n\nThat oughta send a message.\n\n-Stows out,,,"Reward: 41,500 aUEC\nTime Limit: 10 min\nEfficiency: 4,150 aUEC/min\nRequires: Contractor",Encounter: 2 ships,,,,
Intersec_TSG_BombRun_Solo_Title_001,Strategic Bombing, <EM4>[BP]</EM4>,,,,,,,
Intersec_TSG_BombRun_Solo_Desc_001,"MISSION SPECS\n\nArea of Operation: Nyx System \nHostile Forces: Shattered Blade\nEquipment Specs: Combat Ships w/Ordnance\nBriefing: \nLocal assets have indicated that Shattered Blade elements are attempting to rebuild one of their stations and Intersec is looking for a pilot to make sure that doesn't happen.\n\nThey've managed to get basic turret defenses back online but currently only have <EM4>two power relays activated</EM4>. These will be your targets as they <EM4>cannot be destroyed by energy weapons, you will need to bring ballistic or ordnance to be effective</EM4>. \n\nReactivation of this station will allow the Shattered Blade to try and reclaim a foothold in this system and we can't let that happen.\n\nGood luck,   \n\nDeacon Tobin \nOperations Manager \nInterSec Defense Solutions  \n\nThis communication consists of confidential information solely intended for the recipient. Please disregard if received in error and notify the sender. All operations are conducted at the contractor’s own personal risk and must adhere to UEE and system law where applicable.",,[BP Reward],"Reward: 39,250 aUEC\nTime Limit: 8 min\nEfficiency: 4,906 aUEC/min\nRequires: Sr. Contractor",Encounter: 2-3 ships\nReinforcements: 2-3 ship(s),,100% chance — 1 of 6\n- Deadbolt IV Cannon\n- Deadbolt V Cannon\n- Deadbolt VI Cannon\n- Polar\n- Permafrost\n- Tempest\n\n100% chance — 1 of 3\n- Tailwind Flight Suit\n- Tailwind Flight Helmet Big Bite\n- Tailwind Flight Helmet Adrenaline,,
LingFamily_RecoverCargo_Super_Title,Stuck Ling Shipment Pending Delivery,,,,,,,,
LingFamily_RecoverCargo_Super_Description,"Hey,\n\nJust our luck that we land one of the biggest contracts of our life and our hauler's engines seize up. They've tried their best to fix it but seems like it's just not happening.\n\nCan you fly out to <EM4>[LOCATION]</EM4> and grab the cargo for us? It's really important that we show our client that we're just as reliable as the other big players out there.\n\nJust so you know this is a large shipment. You'll need a ship that can handle <EM4>[MAX_SCU] cargo containers</EM4> and a <EM4>heavy-duty tractor beam</EM4> to move it all. Once you've transferred it to your ship, deliver it to the freight elevator at <EM4>[DESTINATION]</EM4> and we'll send confirmation to the client.\n\nConsidering the circumstances, we're paying above market rates to whoever can complete this.\n\nThanks,  \nReyes Ling \nCargo Logistics Coordinator \nLing Family Hauling \n\nLing Family Hauling knows it’s a dangerous and unpredictable universe and has established several protocols to protect both you and our client’s cargo. To ensure you aren’t punished for circumstances outside of your control, total payment will be prorated to the percentage of cargo successfully delivered. A delivery timer will be set for each haul. Any cargo that remains undelivered upon its expiration will be flagged as stolen and treated as such. All pick-ups and deliveries must be autoloaded or done at a freight elevator.",,,"Reward: 136,750 aUEC\nTime Limit: 33 min\nEfficiency: 4,144 aUEC/min\nCooldown: 15 min\nRequires: Senior",Encounter: 1 ships,,,,15 min
TheCollector_Recipes_Title_VGLflightsuit,Suit Up Take Off, <EM4>[BP]</EM4>,,,,,,,
TheCollector_Recipes_Desc_VGLflightsuit,"Ships have big windows. Everyone can see you flying. You should look the best. Wikelo has very good flight suit for you. Do trade, bring me what I need and Wikelo give suit. Give blueprint as well if you do not have.",,[BP Reward],,,Order: Wikelo Favor + Tailwind Flight Suit + Tailwind Flight Helmet + Expired Quantanium Fuel Canister,100% chance — 1 of 1\n- Tailwind Flight Helmet Dominion Camo\n\n100% chance — 1 of 1\n- Tailwind Flight Suit Dominion Camo,- Tailwind Flight Suit Dominion Camo\n- Tailwind Flight Helmet Dominion Camo,
Shubin_Rockcracker_CollectLenses_Title_001,Supply Order: Sadaryx Focus Lenses,,,,,,,,
Shubin_Rockcracker_CollectLenses_Desc_001,"CONTRACT: Manufacturing Order\nLOCATION: Nyx\n\nDETAILS:\nIf you happen to have any other work bringing you to one of the QV Breaker Stations in the Keeger Belt, Shubin Interstellar would be highly interested in contracting you to obtaining a supply of hard-to-source mining laser focus lenses.\n\n<EM4>TERMS*:</EM4>\nWhile there may be some focus lenses that can be recovered from the QV Breaker Station's storage, you must likely will need to manufacture them using <EM4>Sadaryx crystals</EM4> and the on-site lens fabricator. While the ore is rare, these Breaker Stations typically have sadaryx veins that can be mined directly with a <EM4>Multi-Tool with a Mining Attachment</EM4>.\n\nDeliver the procured lenses to the freight elevator located at <EM4>[DESTINATION]</EM4> for processing.\n\nContractors have reported that these stations may have been infiltrated by outlaws, so caution is advised.\n\n*By accepting this contract you are assuming any and all risks associated with the work outlined herein and in no way can Shubin Interstellar be held accountable for any damages accrued during the duration of the contract.",,,"Reward: 65,500 aUEC\nTime Limit: 18.1 min\nEfficiency: 3,619 aUEC/min\nCooldown: 1 h\nRequires: Jr. Contractor",,Order: Sadaryx Focus Lens,,,1 h
eckhart_defendship_LRT_title_001,Support Client Under Attack, <EM4>[BP]</EM4>,,,,,,,
eckhart_defendship_LRT_desc_001,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Defend Ship\nAPPROVAL CODE = [APPROVAL_CODE]\n\nFOR IMMEDIATE PROCESSING\n\nOne of our clients got the brilliant idea to test their dogfighting skills in a real world scenario. Doesn’t sound like it’s going well, because they comm’d us asking for some support. \n\nHead to <EM4>[LOCATION]</EM4> and help clean up the mess they created.\n\nPayment will be issued upon successful completion of contract.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",,[BP Reward],"Reward: 62,000 aUEC\nTime Limit: 15 min\nEfficiency: 4,133 aUEC/min\nRequires: Jr. Contractor",Encounter: 4 ships\nHostiles: 3 ship(s),,100% chance — 1 of 10\n- R97 Shotgun\n- Monde Arms\n- Monde Core\n- Monde Legs\n- Monde Helmet\n- Monde Arms Hiro\n- Monde Core Hiro\n- Monde Legs Hiro\n- Monde Helmet Hiro\n- R97 Shotgun Magazine (18 cap),,
cfp_defendship_VLRT_SB_title_001,Support Ship Under Attack, <EM4>[BP]</EM4>,,,,,,,
cfp_defendship_VLRT_SB_desc_001,"Received an emergency comm from a ship saying that the Shattered Blade are harassing them. Believe the pilot got their attention by getting a little too close to their territory. The pilot admitted that they don’t have a lot of combat experience, so I’m not sure how much longer they can hold out.\n\nCould you head to <EM4>[LOCATION]</EM4> now to help them survive the attack?\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,[BP Reward],"Reward: 41,500 aUEC\nTime Limit: 10 min\nEfficiency: 4,150 aUEC/min\nCooldown: 45 min\nRequires: Neutral",Encounter: 3 ships\nHostiles: 2 ship(s),,100% chance — 1 of 10\n- R97 Shotgun\n- Monde Arms\n- Monde Core\n- Monde Legs\n- Monde Helmet\n- Monde Arms Hiro\n- Monde Core Hiro\n- Monde Legs Hiro\n- Monde Helmet Hiro\n- R97 Shotgun Magazine (18 cap),,45 min
HeadHunters_ShipAmbush_VE_title_001,Surprise Party,,,,,,,,
HeadHunters_ShipAmbush_VE_desc_001,"Some numskull flying a <EM4>[TARGET]</EM4> was caught spying on our ops. We ran ‘em off with a warning only to spot ‘em doing the same shit someplace else. Since they didn’t get the message, seems we gotta send a stronger one.    \n\nThere’s an emission cloud near <EM4>[LOCATION]</EM4> that they fly by frequently. Primo place to power down, hide, and launch a surprise attack. Sometimes they fly solo, sometimes there’s other single-seaters with them. It’ll be all you for that first hit, but we’ll put some support ships nearby to help finish the job. \n\nAnd if you needed some extra motivation, there's a bonus of <EM4>1 Council Scrip</EM4> for the main contractor at the end of the job. \n\nStows out.",,,"Reward: 22,500 aUEC\nTime Limit: 6.0 min\nEfficiency: 3,719 aUEC/min\nCooldown: 15 min\nRequires: Applicant",Encounter: 2-4 ships\nHostiles: 1-3 ship(s)\nTarget: 1 ship(s),,,- Council Scrip,15 min
BHG_Certification_Criminal_Title,Suspect Apprehension Certification,,,,,,,,
Foxwell_EliminateAll_title_001,Sweep and Clear Location, <EM4>[BP]</EM4>,,,,,,,
